"","Level_1","Level_2","Level_3","Level_4","Level_5","Level_6","Level_7","Observation.Ids","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36"
"1456","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp.","ID28214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000833520875530328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1457","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. 2F2","ID989339",0,0,0.00180264628474601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1458","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. A1","ID90322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941229622378676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129182276191707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. AAP5","ID1523415",0,0,0,0,0,0.0013767214754783,0,0,0,0.000871338201209417,0,0.000898941047446109,0,0,0,0,0,0.00056111999551104,0,0,0.00128435653737478,0,0,0,0,0,0.00093892966712596,0.00108055151349249,0,0,0.000950977129000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107782430386023,0,0,0,0,0,0,0,0,0,0,0,0.000600160843105952,0.00119337438541219,0,0,0,0,0,0,0,0,0,0,0,0.000907519250752107,0
"1460","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. Cra20","ID1327635",0.00278833731445939,0.000813130430186654,0,0,0.000913091911831845,0.00183562863397106,0,0,0,0.00174267640241883,0,0,0,0,0.000833520875530328,0.000679453990773015,0.00140824574827138,0,0,0,0.00128435653737478,0.00222000222000222,0.000941229622378676,0,0.000856313456395092,0.0028852534695173,0.00093892966712596,0.00216110302698497,0.00235346032212988,0.00109798892348774,0.00118872141125006,0.00207833954525931,0,0,0,0,0,0,0,0.000737240214979247,0.000937273004194297,0,0,0,0.00144147607149721,0.00161673645579034,0.00110061249085116,0,0,0,0.000973210752032388,0,0,0,0,0,0,0,0.000596687192706096,0,0,0.00161625304057603,0.00131309417511424,0.000740099321328922,0.00140101153032489,0,0,0,0.001449863712811,0,0,0
"1461","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. FARSPH","ID2219696",0.00148711323437834,0,0,0,0,0.000917814316985531,0,0,0,0.000871338201209417,0,0.00359576418978443,0,0,0,0,0,0.00056111999551104,0,0,0.00192653480606216,0,0.00188245924475735,0,0,0,0,0.00144073535132332,0,0.00109798892348774,0,0.00138555969683954,0,0,0,0,0,0,0.00129182276191707,0,0,0,0,0.00117970436608586,0,0.000538912151930114,0.000550306245425579,0,0,0,0.00129761433604318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1462","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. IC081","ID304378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941229622378676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538912151930114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130570462350007,0,0,0,0,0,0
"1463","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. KC8","ID1030157",0,0.000813130430186654,0.00180264628474601,0,0,0,0.000692986285801404,0.00114274613323277,0,0.00130700730181413,0.000917355447715326,0.00179788209489222,0,0,0,0,0,0.00056111999551104,0.00110873349373011,0,0,0,0,0,0,0,0.00093892966712596,0.00144073535132332,0,0,0,0,0,0,0,0,0.00101226357318919,0.000736919675755343,0.00129182276191707,0,0,0,0,0.00117970436608586,0,0.00107782430386023,0.00110061249085116,0,0,0,0.00194642150406478,0,0,0,0,0,0,0.000600160843105952,0.000596687192706096,0.000803709925013864,0,0.00107750202705069,0.00262618835022848,0,0.00140101153032489,0,0,0,0,0,0,0
"1464","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. LK11","ID1390395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110873349373011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1465","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. LM7","ID1938607",0.00167300238867563,0.000813130430186654,0.00180264628474601,0,0,0.000917814316985531,0,0.00114274613323277,0,0.000871338201209417,0,0,0,0,0,0,0,0,0.00110873349373011,0,0.00385306961212433,0,0.0037649184895147,0.00181707505428512,0,0,0,0.00108055151349249,0,0,0,0.000692779848419769,0,0,0,0,0,0.000736919675755343,0,0,0,0,0,0.00117970436608586,0,0.00107782430386023,0,0,0,0,0.000973210752032388,0,0,0,0.00123875826871144,0,0.000746012562851558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1466","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. MM-1","ID745310",0.00650612040040524,0.00284595650565329,0.00360529256949201,0.00100789517890139,0.00273927573549553,0.00367125726794212,0.000692986285801404,0.00228549226646554,0.00190750507873227,0.00261401460362825,0.00137603317157299,0.00988835152190719,0,0,0,0,0.00164295337298327,0,0.00554366746865056,0,0.00899049576162343,0,0.0112947554685441,0.00454268763571279,0,0,0.00281678900137788,0.00792404443227824,0,0.00307436898576567,0.00213969854025011,0.00484945893893838,0.00142391319825143,0,0,0.0038957221429305,0.00303679071956756,0.000736919675755343,0.00129182276191707,0,0.00187454600838859,0,0.00174113501109103,0,0.00144147607149721,0.000538912151930114,0.00165091873627674,0,0,0,0.00454165017615115,0,0.000941894526650906,0,0,0,0,0,0.000596687192706096,0,0,0.0018856285473387,0.00525237670045696,0,0.00233501921720816,0,0,0,0,0,0.00272255775225632,0
"1467","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. NIC1","ID1961362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131309417511424,0,0,0,0,0,0,0,0,0
"1468","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. NS2","ID908605",0,0.00121969564527998,0,0.00134386023853519,0,0.00229453579246383,0.000692986285801404,0,0.00190750507873227,0.00130700730181413,0,0,0,0,0,0,0,0.00056111999551104,0,0.00355265027710672,0,0,0,0.00181707505428512,0.00171262691279018,0,0,0,0,0,0,0.000692779848419769,0.00237318866375239,0,0,0,0,0,0,0,0,0.00142914989400472,0.000696454004436412,0,0,0,0.000550306245425579,0,0,0,0,0.000793367448133603,0,0,0,0,0.000746012562851558,0.0012003216862119,0,0,0,0,0,0,0,0,0,0,0.000724931856405498,0,0,0
"1469","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. PAMC26645","ID2565555",0,0,0,0,0.00182618382366369,0,0.000692986285801404,0,0.000953752539366136,0.000871338201209417,0,0,0,0,0,0.00135890798154603,0,0,0,0,0,0,0,0.000908537527142559,0,0,0,0,0,0,0.000950977129000048,0.000692779848419769,0,0,0.00158113391018369,0,0,0.00147383935151069,0,0,0,0,0,0,0,0.000538912151930114,0,0,0,0.00142469422500196,0,0.00158673489626721,0.000941894526650906,0,0.00123875826871144,0,0.00149202512570312,0,0,0.00160741985002773,0,0,0,0,0,0,0,0.00076182350073135,0,0.000818241326641938,0,0
"1470","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp. YZ-8","ID2319844",0,0,0,0,0.000913091911831845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941229622378676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1471","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__(Sphingopyxis)","ID165697",0.000557667462891878,0.000813130430186654,0,0.00201579035780279,0,0,0,0.00228549226646554,0,0.000871338201209417,0.000458677723857663,0,0.00112038541258193,0.000403945742007934,0,0,0.00140824574827138,0,0,0,0,0.000832500832500833,0,0,0.000570875637596728,0,0.00117366208390745,0.00108055151349249,0.00176509524159741,0.00131758670818529,0.00118872141125006,0,0,0.00131978791008285,0,0.00141662623379291,0.000506131786594594,0,0,0,0.000468636502097148,0,0.000696454004436412,0,0.000480492023832404,0,0,0.00167734576805663,0.00127736352169123,0,0.00129761433604318,0,0.00125585936886787,0,0,0,0,0,0,0,0.000961134908099484,0.000538751013525344,0,0.000370049660664461,0.00186801537376653,0,0,0,0,0.000818241326641938,0,0.0020819515619098
"1472","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__(Sphingopyxis)","ID310580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1473","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__uncultured Sphingopyxis sp.","ID310581",0.0026024481601621,0.00121969564527998,0,0,0.000913091911831845,0,0.000692986285801404,0,0,0,0.00137603317157299,0,0,0,0,0,0,0,0.00443493397492045,0,0.00128435653737478,0,0.0037649184895147,0.000908537527142559,0,0,0,0.00180091918915414,0,0,0.000950977129000048,0.000692779848419769,0,0,0,0,0.00151839535978378,0,0,0,0.000937273004194297,0,0,0.00117970436608586,0,0.00161673645579034,0.000550306245425579,0,0,0,0.00227082508807557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907519250752107,0
"1474","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis fribergensis","ID1515612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000833520875530328,0,0,0,0,0,0.000642178268687388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000596687192706096,0,0,0,0,0,0,0,0,0,0,0,0,0
"1475","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis granuli","ID267128",0,0,0,0,0,0.000917814316985531,0.00138597257160281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538912151930114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1476","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis macrogoltabida","ID33050",0,0.00162626086037331,0,0,0,0.000917814316985531,0,0,0.00286125761809841,0,0,0,0,0.000807891484015867,0.00166704175106066,0,0,0,0.00221746698746022,0.00088816256927668,0.00321089134343694,0.00166500166500167,0,0.000908537527142559,0.000856313456395092,0,0.00445991591884831,0,0,0.00109798892348774,0.00118872141125006,0.000692779848419769,0.00332246412925335,0,0,0,0,0,0,0.000737240214979247,0,0.000476383298001572,0,0,0.000960984047664809,0.000538912151930114,0.000550306245425579,0,0,0,0,0,0.00125585936886787,0.00105679758627431,0,0,0.00149202512570312,0,0,0.000803709925013864,0.00128151321079931,0.00107750202705069,0.00131309417511424,0.00148019864265784,0,0.00130570462350007,0.00147647241211298,0,0,0.00190922976216452,0.000907519250752107,0
"1477","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis terrae","ID33052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1478","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis terrae","ID2448440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis terrae","ID1219058",0.00130122408008105,0,0,0,0.000913091911831845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110873349373011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937273004194297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__(Sphingopyxis)","ID2614943",0.000557667462891878,0,0,0,0,0.000917814316985531,0,0,0,0.000871338201209417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114175127519346,0,0.00140839450068894,0,0,0,0,0,0,0.000989840932562137,0,0.00106246967534468,0.00101226357318919,0,0,0,0.000468636502097148,0,0.000696454004436412,0,0,0,0,0,0,0,0.00259522867208637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136127887612816,0
"1481","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. 113P3","ID292913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941229622378676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1482","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. EG6","ID1874061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000908537527142559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. FD7","ID1914525",0,0,0,0,0,0,0,0,0.000953752539366136,0,0,0,0,0.000807891484015867,0,0,0,0,0,0,0,0,0.000941229622378676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937273004194297,0,0,0,0,0,0.000550306245425579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1484","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. LPB0140","ID1913578",0,0,0.00180264628474601,0,0,0,0,0,0,0,0,0.000898941047446109,0,0,0,0,0,0,0.00110873349373011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476383298001572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120254458434046,0,0,0,0,0,0.00107750202705069,0,0,0,0,0,0,0,0.000818241326641938,0,0
"1485","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. MG","ID1866325",0.00185889154297293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692779848419769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194642150406478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. PAMC25046","ID2565556",0.00130122408008105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538912151930114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1487","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis sp. QXT-31","ID1357916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737240214979247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1488","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus","s__(Sphingorhabdus)","ID1434046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus","s__(Sphingorhabdus)","ID2614947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus","s__Sphingorhabdus sp. M41","ID1806885",0,0,0,0,0,0,0,0,0.000953752539366136,0,0,0.000898941047446109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737240214979247,0.000937273004194297,0.000952766596003144,0.000696454004436412,0.00235940873217172,0,0.00107782430386023,0,0,0,0,0,0,0,0,0,0,0,0.000600160843105952,0.00179006157811829,0,0,0.00107750202705069,0,0.00148019864265784,0,0.00261140924700014,0.00147647241211298,0,0.000724931856405498,0,0,0
"1491","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus","s__Sphingorhabdus sp. SMR4y","ID2584094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803709925013864,0,0,0,0,0,0,0,0,0,0,0,0
"1492","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus","s__Sphingorhabdus sp. YGSMI21","ID2077182",0,0,0,0,0.000913091911831845,0,0,0,0,0.000871338201209417,0,0,0,0,0.000833520875530328,0,0,0.00056111999551104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000696454004436412,0,0,0.000538912151930114,0,0,0,0,0,0.000793367448133603,0,0,0,0,0,0.000600160843105952,0.000596687192706096,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Tardibacter","s__(Tardibacter)","ID2685927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Tardibacter","s__Tardibacter chloracetimidivorans","ID1921510",0.00111533492578376,0.000813130430186654,0,0,0.000913091911831845,0.000917814316985531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642178268687388,0,0,0,0,0,0,0.00108055151349249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538912151930114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131309417511424,0,0,0,0.00295294482422596,0,0,0,0,0
"1495","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__(Sphingosinicellaceae)","s__(Sphingosinicellaceae)","ID2820280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","s__(Sphingosinicella)","ID335405",0.000185889154297293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480492023832404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","s__Sphingosinicella microcystinivorans","ID335406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117970436608586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000596687192706096,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","s__(Sphingosinicella)","ID2644549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","s__Sphingosinicella sp. BN140058","ID1892855",0.0130122408008105,0.00609847822639991,0.00360529256949201,0.00134386023853519,0.00456545955915923,0.00413016442643489,0.00138597257160281,0.00857059599924579,0.00381501015746454,0.00261401460362825,0.00229338861928832,0.0116862336167994,0.00112038541258193,0,0.00333408350212131,0,0.00140824574827138,0.00112223999102208,0.00554366746865056,0,0.0134857436424351,0,0.00847106660140808,0.00726830021714047,0.00114175127519346,0,0.00422518350206682,0.00972496362143238,0,0.00439195569395096,0.00332841995150017,0.00692779848419769,0,0,0.00118585043263777,0.00106246967534468,0,0.000736919675755343,0.00516729104766826,0,0.00702954753145723,0,0.00313404301996385,0.00117970436608586,0.000960984047664809,0.00269456075965057,0.00165091873627674,0,0,0.000712347112500979,0.00746128243224831,0,0.00219775389551878,0,0.00123875826871144,0,0.000746012562851558,0,0.00179006157811829,0,0.00320378302699828,0.00215500405410138,0.00919165922579968,0,0.00420303459097468,0,0.00147647241211298,0.0015236470014627,0,0,0.00408383662838448,0.000892264955104202
"1500","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Zymomonadaceae","g__(Zymomonadaceae)","s__(Zymomonadaceae)","ID2844881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Zymomonadaceae","g__Zymomonas","s__(Zymomonas)","ID541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
