,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36
PL10_2,0.000345148,0.00073673,0,0.000309983,0,0.000430667,0,0,0,0.000401157,0.000852282,0,0,0,0,0,0,0,0,0,0,0,0.000873393,0,0.000786141,0.002641799,0.000219877,0.001701386,0.000822905,0.002044873,0.000437133,0,0,0,0,0,0.000472988,0,0,0,0,0,0.001304478,0,0.000455319,0.001001713,0.000511287,0.000938714,0,0,0,0.00073531,0,0,0,0,0,0,0,0.000753574,0.000589861,0.000250056,0.002427096,0.000347203,0,0,0,0.000708205,0,0,0,0
PL10_3,0,0,0.001670844,0,0.000829834,0.000861334,0.000641318,0.000264606,0,0.000401157,0,0.001674046,0,0,0,0,0.00020731,0,0,0,0,0.000253367,0,0,0,0,0.000659631,0.000340277,0.001097207,0.000408975,0.000218566,0,0.000438347,0,0,0,0,0,0,0,0.000429041,0,0.00032612,0,0,0.000500856,0,0.00062581,0,0,0,0,0,0,0,0.001109558,0,0,0,0.000753574,0,0,0,0,0.000429205,0,0,0,0,0,0,0
PL11,0.000345148,0,0,0,0.001659668,0,0.001923953,0.001058422,0.000877439,0.002005785,0.000852282,0.000837023,0,0.000366166,0,0,0,0,0.001032951,0,0,0,0.001746786,0,0,0,0.000659631,0.000680555,0.003017319,0.001226924,0.000218566,0,0,0.000299883,0,0,0,0,0,0,0.000858082,0,0.000652239,0,0,0.000500856,0.000511287,0.000312905,0,0,0,0.001470621,0,0.000488072,0,0,0,0,0,0,0.00029493,0,0,0.000694406,0.001287614,0,0,0,0,0,0,0
PL11_1,0.001380591,0.00073673,0.001670844,0.000619967,0,0.002153335,0,0.002910661,0,0.000802314,0.000852282,0.001674046,0.000325937,0,0,0.000611079,0.00020731,0,0.001032951,0.000775302,0.001206556,0,0,0.000834481,0.001310235,0.005283597,0.002858399,0.002381941,0.002468716,0.001431411,0.001092832,0.000628397,0.002191733,0.000599767,0.001083248,0.000324921,0.000945975,0.002068908,0.002405899,0,0.001287123,0,0.002282837,0.003282276,0.000455319,0,0.00153386,0.001564524,0,0.000653526,0.000903002,0.004411862,0.001447861,0.000488072,0,0,0,0,0.001136997,0.001507148,0.001179722,0.001000223,0.001213548,0.001388812,0.004721253,0,0,0.000708205,0.000671429,0.000754389,0.001256771,0.000269074
PL11_2,0.000172574,0,0,0,0,0,0,0.000264606,0,0,0.000426141,0,0,0,0,0,0.001451168,0,0,0,0,0.000253367,0,0,0,0,0.000659631,0,0.000822905,0,0.000437133,0,0,0.000299883,0,0,0,0,0,0,0,0,0,0,0,0,0.001022573,0,0.000290625,0,0,0,0.000868717,0,0,0,0,0.000564188,0,0,0.00029493,0,0,0,0.000429205,0.001249328,0,0,0,0.001005852,0.001256771,0
PL12,0.029682706,0.025417173,0.0267335,0.031618299,0.026554694,0.04349736,0.026935336,0.039690835,0.010529271,0.034900653,0.020880919,0.032643905,0.013363406,0.021237642,0.023973714,0.023832076,0.02425524,0.019373299,0.020659023,0.018607248,0.028354076,0.022042951,0.020961431,0.048399883,0.035376339,0.023776187,0.023306948,0.03470828,0.044436886,0.050099381,0.026883659,0.031419864,0.039012844,0.031187868,0.014804384,0.01722082,0.017500544,0.025516537,0.03368259,0.026039754,0.040758888,0.015919483,0.027067924,0.035010941,0.018668099,0.031553957,0.019940179,0.0259711,0.017146876,0.017645214,0.032207089,0.017647448,0.032432088,0.025867791,0.013832694,0.017752924,0.010937254,0.014104691,0.019897443,0.012810755,0.038340957,0.017003783,0.00606774,0.017012944,0.027469108,0.004997314,0.028808165,0.019829747,0.012757157,0.024643363,0.018851563,0.016144439
PL12_2,0.000172574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671429,0,0,0.000269074
PL12_3,0.000862869,0.001473459,0.001670844,0.001549917,0,0.004737336,0.00256527,0.001587633,0.000877439,0.001203471,0.001704565,0,0.004237178,0.001464665,0.000705109,0.001222158,0.002695027,0.002980507,0.004131805,0,0.004222947,0.002026938,0.002620179,0.000834481,0.000524094,0.002641799,0.000659631,0.001361109,0.001371509,0.001022436,0.001092832,0.002513589,0.002191733,0.001199533,0.001083248,0.000649842,0.001891951,0,0.00120295,0.000667686,0.000429041,0.001326624,0.00032612,0.001094092,0,0.003505995,0.00153386,0,0.003196875,0,0.000903002,0.00073531,0.001447861,0,0,0,0.001367157,0.000564188,0,0.000753574,0.000884791,0.001000223,0.003640644,0.000347203,0.001287614,0,0,0,0.002014288,0.00176024,0.001256771,0.000807222
PL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL14,0.000517722,0.000368365,0,0.000619967,0.002489503,0.001292001,0.000641318,0.00238145,0,0.000802314,0.001278424,0.000837023,0,0,0.000705109,0.001222158,0.000414619,0,0.002065902,0,0.002413113,0,0.000873393,0,0.001572282,0.002641799,0.000879507,0.000680555,0.002743018,0.00224936,0.000218566,0.002513589,0.00131504,0,0.001083248,0,0,0.000689636,0.00120295,0.001335372,0.001716164,0.000442208,0.001630598,0.001094092,0.000910639,0,0,0.003441953,0.000290625,0,0.000301001,0,0.000289572,0,0,0.001109558,0,0.000564188,0,0,0.001179722,0.001000223,0,0.000347203,0,0.001249328,0.002743635,0.000708205,0.000671429,0.000754389,0.000418924,0.000269074
PL14_3,0.000345148,0,0,0,0,0,0.000641318,0,0,0,0,0,0.000325937,0,0,0,0,0,0,0,0.000603278,0,0,0,0,0,0.000659631,0,0,0,0,0,0,0,0.000361083,0,0,0,0,0,0,0,0,0,0,0,0,0.000938714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085841,0,0,0,0,0,0,0
PL15,0.000517722,0,0,0.000309983,0,0.000430667,0.000641318,0.000529211,0,0.000401157,0,0.000837023,0.000325937,0.000366166,0,0.000611079,0,0,0.001032951,0,0.000603278,0.000253367,0.000873393,0,0,0,0.000219877,0.000340277,0,0.000408975,0,0,0,0.000299883,0.000361083,0,0.000945975,0,0.00120295,0,0,0,0,0.001094092,0,0,0,0.000312905,0,0,0.000301001,0,0.000579144,0,0,0.001109558,0,0,0,0,0,0,0,0,0.000429205,0,0,0,0.001342859,0.000251463,0,0
PL15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705109,0,0,0,0,0,0,0,0,0,0,0,0.000219877,0,0,0.000204487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000312905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL15_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL16,0.000862869,0.001105094,0,0.000309983,0,0,0,0,0,0,0,0,0.000325937,0,0.002115328,0.000611079,0.000414619,0,0,0,0,0,0,0,0.000262047,0,0.000219877,0,0,0,0.000437133,0,0.000438347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511287,0,0,0,0.000903002,0,0,0,0,0,0,0,0,0,0.00029493,0,0,0,0,0,0,0,0,0,0.000837847,0.000269074
PL17,0.002933756,0.003315283,0.005012531,0.003099833,0.003319337,0.003445335,0.001282635,0.005027506,0.000877439,0.002406942,0.001278424,0.001674046,0.00097781,0.003295496,0.001410218,0,0.000414619,0,0.001032951,0.001550604,0,0.000760102,0.000873393,0.004172404,0.002358423,0.002641799,0,0.000340277,0.002194414,0.003476284,0.002185663,0.002513589,0.003068426,0.002998833,0.002166495,0.001624606,0.001891951,0,0.00120295,0,0.003861368,0.000442208,0.001304478,0.003282276,0.001365958,0.001502569,0.000511287,0.00062581,0.000871875,0.003267632,0.002709007,0,0.002027006,0.003416501,0.002305449,0.002219115,0.002050735,0.001692563,0,0.001507148,0.002654374,0.000500111,0.001213548,0.001388812,0.001716819,0,0.001371817,0.002832821,0,0.001005852,0.002094618,0.00134537
PL17_1,0.000862869,0.001473459,0.003341688,0.00092995,0,0.000861334,0.001923953,0.00238145,0.000877439,0.001604628,0.001278424,0.00251107,0.00097781,0.001098499,0,0.000611079,0.000414619,0,0.002065902,0,0.000603278,0.002280305,0.000873393,0.001668961,0.002358423,0.005283597,0.001539138,0.002041664,0.003565923,0.005112182,0.000874265,0.000628397,0.001753386,0.00089965,0.001805413,0.000324921,0.001418963,0.001379272,0.00120295,0.000667686,0.002145205,0.001326624,0.001304478,0.002188184,0.000910639,0.001001713,0.002045147,0.002190334,0.000290625,0.001307053,0.000602002,0.002205931,0.000868717,0,0,0,0.002050735,0,0.001136997,0.001507148,0.001769583,0.001750389,0.001213548,0.003124826,0.002575229,0.001249328,0.001371817,0.000708205,0.001342859,0.00176024,0.000837847,0.000807222
PL17_2,0.000172574,0,0,0,0,0,0,0.00238145,0,0.000802314,0,0.000837023,0,0,0,0,0.00020731,0,0.001032951,0,0,0,0,0,0.000786141,0,0,0.002041664,0.000274302,0.001022436,0,0,0,0,0,0.000324921,0.000945975,0,0,0,0.000429041,0.000442208,0,0,0,0.000500856,0.000511287,0,0.000290625,0.000653526,0,0,0.000579144,0,0,0,0,0,0,0,0,0.000250056,0,0,0,0,0,0,0,0,0,0
PL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251463,0,0
PL20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410218,0,0,0,0,0,0,0,0,0,0,0,0.000219877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001287614,0,0,0,0,0,0,0
PL21,0.000172574,0,0,0,0,0,0,0.000529211,0,0,0,0,0,0,0,0,0.00020731,0,0,0,0,0,0,0.000834481,0,0,0,0.000340277,0,0.000204487,0.000218566,0,0,0,0,0,0,0.000689636,0,0,0.000429041,0,0,0,0.000455319,0,0,0,0.000290625,0.000653526,0,0,0,0,0,0.001109558,0,0,0,0,0.00029493,0,0,0,0,0,0,0,0,0.000251463,0,0
PL21_1,0.000862869,0.00073673,0,0.000619967,0.000829834,0,0,0.000264606,0,0,0,0.001674046,0,0,0,0,0.00020731,0.000993502,0,0,0,0,0,0.001668961,0.000524094,0,0,0.000340277,0,0.000204487,0,0,0,0,0,0.000649842,0.000945975,0,0.003608849,0,0.000429041,0,0,0,0,0,0,0.000312905,0,0.000653526,0.000602002,0,0.000579144,0.000488072,0,0.002219115,0,0.000564188,0,0.000753574,0.000589861,0,0.001213548,0,0,0,0,0,0,0.000251463,0,0
PL22,0.000517722,0.000368365,0,0.001549917,0,0.000430667,0.000641318,0.000264606,0,0.000401157,0,0,0,0.000732332,0,0.000611079,0.000829239,0.001490254,0.001032951,0,0,0.000253367,0.000873393,0,0.000262047,0,0.000219877,0.000680555,0.000822905,0.000408975,0.000874265,0,0,0.00089965,0,0,0,0,0,0,0,0.001326624,0.000652239,0,0,0,0.001022573,0.001564524,0.0011625,0,0.001204003,0,0.000579144,0,0.001152724,0.002219115,0,0,0.000568498,0.001507148,0,0.000500111,0,0.001388812,0.00085841,0,0,0,0,0.000754389,0,0.000269074
PL22_1,0,0,0,0,0.000829834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001032951,0,0,0,0,0,0.000786141,0,0,0.000340277,0.000274302,0.000817949,0.000218566,0,0.000438347,0,0,0,0.000472988,0,0,0,0,0.000442208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109558,0,0,0,0.000753574,0.00029493,0,0,0,0,0,0.001371817,0,0,0.000251463,0,0
PL22_2,0.000862869,0.001841824,0,0,0,0.000430667,0.000641318,0.002116845,0.001754879,0.001203471,0.001704565,0,0.000651873,0.000732332,0,0.001222158,0.001243858,0,0.002065902,0,0.000603278,0.001773571,0.001746786,0.004172404,0.004192751,0,0.001539138,0.001020832,0.001920112,0.00224936,0.000655699,0.001256795,0.001753386,0.000599767,0.000722165,0.000974763,0,0.000689636,0.002405899,0,0.001287123,0,0.000652239,0.003282276,0,0.001001713,0,0.00062581,0.000871875,0,0.000903002,0.001470621,0.000289572,0.000976143,0,0,0.000683578,0,0,0,0.003539165,0.000500111,0.002427096,0.000347203,0.003433638,0,0.00548727,0,0.000671429,0.000251463,0.000418924,0.000807222
PL26,0.001898313,0.002210189,0.003341688,0.00278985,0.002489503,0.003014669,0.003206588,0.001058422,0.004387196,0.002005785,0.002556847,0.00251107,0.000651873,0.002196997,0.005640874,0.000611079,0.003316956,0,0.004131805,0.001550604,0.001809835,0.000760102,0,0.001668961,0.002096376,0,0.001319261,0.000680555,0.002194414,0.001022436,0.00240423,0.002513589,0.002191733,0.002998833,0.000361083,0.001624606,0.003783901,0.002068908,0.00120295,0.00333843,0.000858082,0.003537663,0.001630598,0,0.001365958,0.004006852,0.002556433,0.002816143,0.000871875,0.003921159,0.002107006,0.005882483,0.0052123,0.000488072,0.001152724,0.001109558,0.002050735,0.002820938,0.001136997,0.000753574,0.001474652,0.004250946,0,0.001041609,0.002146024,0,0,0.001416411,0.003357147,0.000502926,0.005446007,0.003228888
